MatchNo,GameNo,RallyNo,StrikeNo,StrikeVideoPosition,ScoreA1,ScoreA2,ScoreB1,ScoreB2,HitPlayer,BallPosition,NextBallPosition,StrikeTech,NextStrikeTech,StrikePosition,NextStrikePosition,GameAction,NextGameAction,StrikeEffect,NextStrikeEffect,SpinKind,NextSpinKind
2008051903,1,1,1,0.000000,0,0,0,0,王皓,2,19,2,3,2,7,2,3,6,9,8,3
2008051903,1,1,2,6.615367,0,0,0,0,格林卡,19,26,3,26,7,14,3,14,9,2,3,12
2008051903,1,2,1,6.615367,0,0,1,0,王皓,2,19,2,13,2,9,2,3,6,5,8,7
2008051903,1,2,2,21.580642,0,0,1,0,格林卡,19,6,13,10,9,6,3,8,5,10,7,4
2008051903,1,2,3,21.891642,0,0,1,0,王皓,6,25,10,25,6,13,8,13,10,1,4,11
2008051903,1,3,1,22.740274,1,0,1,0,格林卡,1,26,1,26,1,14,1,14,9,2,7,12
2008051903,1,4,1,32.160796,1,0,2,0,格林卡,1,14,1,4,1,8,1,4,5,6,7,4
2008051903,1,4,2,37.712805,1,0,2,0,王皓,14,15,4,3,8,7,4,5,6,5,4,3
2008051903,1,4,3,38.178764,1,0,2,0,格林卡,15,16,3,4,7,6,5,6,5,10,3,4
2008051903,1,4,4,38.532410,1,0,2,0,王皓,16,25,4,25,6,13,6,13,10,1,4,11
2008051903,1,5,1,38.532410,2,0,2,0,王皓,2,5,2,13,2,5,2,3,6,5,8,7
2008051903,1,5,2,48.378116,2,0,2,0,格林卡,5,8,13,4,5,6,3,8,5,2,7,4
2008051903,1,5,3,48.803068,2,0,2,0,王皓,8,9,4,26,6,14,8,14,2,9,4,12
2008051903,1,5,4,49.863909,2,0,2,0,格林卡,9,26,26,0,14,0,14,0,9,0,12,0
2008051903,1,6,1,49.863909,2,0,3,0,王皓,2,21,2,3,2,7,2,3,6,3,8,3
2008051903,1,6,2,63.265726,2,0,3,0,格林卡,21,22,3,4,7,10,3,6,3,10,3,4
2008051903,1,6,3,64.890093,2,0,3,0,王皓,22,25,4,25,10,13,6,13,10,1,4,11
2008051903,1,7,1,64.373825,3,0,3,0,格林卡,1,8,1,24,1,6,1,4,5,6,7,8
2008051903,1,7,2,78.966132,3,0,3,0,王皓,8,7,24,3,6,5,4,7,6,3,8,3
2008051903,1,7,3,80.217254,3,0,3,0,格林卡,7,16,3,16,5,8,7,10,3,10,3,4
2008051903,1,7,4,79.916642,3,0,3,0,王皓,16,25,16,25,8,13,10,13,10,1,4,11
2008051903,1,8,1,79.916642,4,0,3,0,格林卡,1,12,1,14,1,6,1,4,5,6,7,8
2008051903,1,8,2,95.710776,4,0,3,0,王皓,12,11,14,13,6,7,4,11,6,5,8,7
2008051903,1,8,3,95.964032,4,0,3,0,格林卡,11,12,13,4,7,6,11,8,5,4,7,8
2008051903,1,8,4,96.565515,4,0,3,0,王皓,12,9,4,26,6,14,8,14,4,9,8,12
2008051903,1,8,5,97.890324,4,0,3,0,格林卡,9,26,26,0,14,0,14,0,9,0,12,0
2008051903,1,9,1,97.890324,4,0,4,0,王皓,2,5,2,13,2,5,2,3,6,5,8,7
2008051903,1,9,2,112.782585,4,0,4,0,格林卡,5,22,13,4,5,8,3,8,5,6,7,4
2008051903,1,9,3,113.470202,4,0,4,0,王皓,22,21,4,15,8,7,8,9,6,5,4,3
2008051903,1,9,4,114.615288,4,0,4,0,格林卡,21,22,15,4,7,8,9,8,5,6,3,4
2008051903,1,9,5,114.328431,4,0,4,0,王皓,22,21,4,3,8,7,8,5,6,1,4,3
2008051903,1,9,6,115.128494,4,0,4,0,格林卡,21,10,3,25,7,13,5,13,1,10,3,11
2008051903,1,9,7,115.629862,4,0,4,0,王皓,10,25,25,0,13,0,13,0,10,0,11,0
2008051903,1,10,1,115.629862,5,0,4,0,王皓,2,5,2,11,2,5,2,3,6,9,8,7
2008051903,1,10,2,130.361701,5,0,4,0,格林卡,5,26,11,26,5,14,3,14,9,2,7,12
2008051903,1,11,1,131.292689,5,0,5,0,格林卡,1,14,1,14,1,10,1,4,5,4,7,8
2008051903,1,11,2,142.451762,5,0,5,0,王皓,14,17,14,26,10,14,4,14,4,9,8,12
2008051903,1,11,3,142.451000,5,0,5,0,格林卡,17,26,26,0,14,0,14,0,9,0,12,0
2008051903,1,12,1,142.451000,5,0,6,0,格林卡,1,14,1,14,1,10,1,4,5,6,7,8
2008051903,1,12,2,156.124157,5,0,6,0,王皓,14,11,14,13,10,9,4,11,6,3,8,7
2008051903,1,12,3,157.161653,5,0,6,0,格林卡,11,12,13,25,9,13,11,13,3,10,7,11
